Survived,Pclass,Age,SibSp,Parch,Fare,Deck,Relatives,Child,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other
0,3,19.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,1,22.0,0,0,135.6333,8,0,0,1,0,0,0,1,0,0
0,3,3.0,3,1,21.075,8,4,1,0,0,1,1,0,0,0
1,1,34.00078519828019,1,0,82.1708,8,1,0,0,0,0,0,0,1,0
1,3,22.0,0,0,7.25,8,0,0,0,0,1,1,0,0,0
0,1,27.0,0,2,211.5,3,2,0,1,0,0,0,1,0,0
0,3,20.0,0,0,4.0125,8,0,0,1,0,0,0,1,0,0
0,3,19.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
1,1,42.0,0,0,227.525,8,0,0,0,0,0,1,0,0,0
1,3,1.0,0,2,15.7417,8,2,1,0,0,0,1,0,0,0
0,3,32.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
1,1,35.0,1,0,52.0,8,1,0,0,0,1,0,0,1,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,2,18.0,0,0,73.5,8,0,0,1,0,1,0,1,0,0
0,3,1.0,5,2,46.9,8,7,1,1,0,1,0,0,0,0
1,2,36.0,0,0,13.0,8,0,0,0,0,1,1,0,0,0
0,3,28.244275288813053,0,0,7.7292,8,0,0,1,1,0,0,1,0,0
1,2,17.0,0,0,12.0,8,0,0,0,0,0,1,0,0,0
1,1,36.0,1,2,120.0,2,3,0,1,0,1,0,1,0,0
1,3,21.0,0,0,7.7958,8,0,0,1,0,1,0,1,0,0
0,3,28.0,2,0,7.925,8,2,0,1,0,1,0,1,0,0
1,1,23.0,1,0,113.275,4,1,0,0,0,0,1,0,0,0
1,3,24.0,0,2,16.7,7,2,0,0,0,1,0,0,1,0
0,3,22.0,0,0,7.7958,8,0,0,1,0,1,0,1,0,0
0,3,31.0,0,0,7.8542,8,0,0,0,0,1,1,0,0,0
0,2,46.0,0,0,26.0,8,0,0,1,0,1,0,1,0,0
0,2,23.0,0,0,10.5,8,0,0,1,0,1,0,0,0,1
1,2,28.0,0,0,12.65,8,0,0,0,0,1,0,0,1,0
1,3,39.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
0,3,26.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,21.0,1,0,9.825,8,1,0,0,0,1,1,0,0,0
0,3,28.0,1,0,15.85,8,1,0,1,0,1,0,1,0,0
0,3,20.0,0,0,8.6625,8,0,0,0,0,1,1,0,0,0
0,2,34.0,1,0,21.0,8,1,0,1,0,1,0,1,0,0
0,3,51.0,0,0,7.75,8,0,0,1,0,1,0,1,0,0
1,2,3.0,1,1,18.75,8,2,1,1,0,1,0,0,0,0
0,3,21.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
0,3,12.999725356584575,3,1,25.4667,8,4,1,0,0,1,1,0,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,28.259344341425194,0,0,6.8583,8,0,0,1,1,0,0,1,0,0
1,1,33.0,1,0,90.0,3,1,0,0,1,0,1,0,0,0
0,2,35.23757858996317,0,0,0.0,8,0,0,1,0,1,0,1,0,0
1,3,44.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
0,3,25.322506855197016,0,0,8.05,8,0,0,0,0,1,0,0,1,0
1,2,34.0,1,1,32.5,8,2,0,0,0,1,0,0,1,0
1,2,18.0,0,2,13.0,8,2,0,0,0,1,1,0,0,0
0,2,30.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,3,10.0,0,2,24.15,8,2,1,0,0,1,1,0,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.7333,8,0,0,1,1,0,0,1,0,0
0,3,29.0,0,0,7.875,8,0,0,1,0,1,0,1,0,0
0,3,28.0,1,1,14.4,8,2,0,0,0,1,0,0,1,0
0,3,18.0,1,1,20.2125,8,2,0,1,0,1,0,1,0,0
0,3,28.252566814834104,0,0,7.25,8,0,0,1,0,1,0,1,0,0
1,2,28.0,1,0,26.0,8,1,0,0,0,1,0,0,1,0
1,2,19.0,0,0,26.0,8,0,0,0,0,1,1,0,0,0
0,3,28.243915389519977,0,0,7.75,8,0,0,1,1,0,0,1,0,0
1,3,32.0,0,0,8.05,5,0,0,1,0,1,0,1,0,0
1,1,28.0,0,0,26.55,3,0,0,1,0,1,0,1,0,0
1,3,21.42486616542128,1,0,16.1,8,1,0,0,0,1,0,0,1,0
1,2,42.0,1,0,26.0,8,1,0,0,0,1,0,0,1,0
0,3,17.0,0,0,7.125,8,0,0,1,0,1,0,1,0,0
0,1,50.0,1,0,55.9,5,1,0,1,0,1,0,1,0,0
1,1,14.0,1,2,120.0,2,3,0,0,0,1,1,0,0,0
0,3,21.0,2,2,34.375,8,4,0,0,0,1,1,0,0,0
1,2,24.0,2,3,18.75,8,5,0,0,0,1,0,0,1,0
0,1,64.0,1,4,263.0,3,5,0,1,0,1,0,1,0,0
0,2,31.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
1,2,45.0,1,1,26.25,8,2,0,0,0,1,0,0,1,0
0,3,20.0,0,0,9.5,8,0,0,1,0,1,0,1,0,0
0,3,25.0,1,0,7.775,8,1,0,1,0,1,0,1,0,0
1,2,28.0,0,0,13.0,8,0,0,0,0,1,0,0,0,1
1,3,28.237643106167237,0,0,8.1125,8,0,0,1,0,1,0,1,0,0
1,1,4.0,0,2,81.8583,1,2,1,1,0,1,0,0,0,0
1,2,13.0,0,1,19.5,8,1,0,0,0,1,1,0,0,0
1,1,34.0,0,0,26.55,8,0,0,1,0,1,0,1,0,0
1,3,5.0,2,1,19.2583,8,3,1,0,0,0,1,0,0,0
1,1,52.0,0,0,30.5,3,0,0,1,0,1,0,0,0,1
0,2,36.0,1,2,27.75,8,3,0,1,0,1,0,1,0,0
0,3,24.27417891203148,1,0,19.9667,8,1,0,1,0,1,0,1,0,0
0,1,30.0,0,0,27.75,3,0,0,1,0,0,0,1,0,0
1,1,49.0,1,0,89.1042,3,1,0,1,0,0,0,1,0,0
0,3,28.2387245343315,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,3,29.0,0,0,7.8958,8,0,0,1,0,0,0,1,0,0
0,1,65.0,0,0,26.55,5,0,0,1,0,1,0,1,0,0
1,1,34.52520518597661,1,0,51.8625,4,1,0,0,0,1,0,0,1,0
1,2,50.0,0,0,10.5,8,0,0,0,0,1,1,0,0,0
0,3,28.243915389519977,0,0,7.75,8,0,0,1,1,0,0,1,0,0
1,1,48.0,0,0,26.55,5,0,0,1,0,1,0,1,0,0
0,3,34.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,1,47.0,0,0,38.5,5,0,0,1,0,1,0,1,0,0
0,2,48.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,3,28.2387245343315,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,38.0,0,0,7.05,8,0,0,1,0,1,0,1,0,0
0,2,35.23757858996317,0,0,0.0,8,0,0,1,0,1,0,1,0,0
0,1,56.0,0,0,26.55,8,0,0,1,0,1,0,1,0,0
0,3,28.244347960785685,0,0,7.725,8,0,0,1,1,0,0,1,0,0
1,3,0.75,2,1,19.2583,8,3,1,0,0,0,1,0,0,0
0,3,28.252566814834104,0,0,7.25,8,0,0,1,0,1,0,1,0,0
0,3,38.0,0,0,8.6625,8,0,0,1,0,1,0,1,0,0
1,2,33.0,1,2,27.75,8,3,0,0,0,1,0,0,1,0
1,2,23.0,0,0,13.7917,4,0,0,0,0,0,0,0,1,0
0,3,22.0,0,0,9.8375,8,0,0,0,0,1,1,0,0,0
0,1,41.19739646536797,0,0,52.0,1,0,0,1,0,1,0,1,0,0
0,2,34.0,1,0,21.0,8,1,0,1,0,1,0,1,0,0
0,3,29.0,1,0,7.0458,8,1,0,1,0,1,0,1,0,0
0,3,22.0,0,0,7.5208,8,0,0,1,0,1,0,1,0,0
1,3,2.0,0,1,12.2875,8,1,1,0,0,1,1,0,0,0
0,3,9.0,5,2,46.9,8,7,1,1,0,1,0,0,0,0
0,2,35.23757858996317,0,0,0.0,8,0,0,1,0,1,0,1,0,0
0,3,50.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,3,63.0,0,0,9.5875,8,0,0,0,0,1,0,0,1,0
1,1,25.0,1,0,91.0792,2,1,0,1,0,0,0,1,0,0
0,3,12.999725356584575,3,1,25.4667,8,4,1,0,0,1,1,0,0,0
1,1,35.0,1,0,90.0,3,1,0,0,0,1,0,0,1,0
0,1,58.0,0,0,29.7,2,0,0,1,0,0,0,1,0,0
0,3,30.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,3,9.0,1,1,15.9,8,2,1,1,0,1,0,0,0,0
0,3,24.27417891203148,1,0,19.9667,8,1,0,1,0,1,0,1,0,0
0,3,21.0,0,0,7.25,8,0,0,1,0,1,0,1,0,0
0,1,55.0,0,0,30.5,3,0,0,1,0,1,0,1,0,0
0,1,71.0,0,0,49.5042,8,0,0,1,0,0,0,1,0,0
0,3,21.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,28.12784267665044,0,0,14.4583,8,0,0,1,0,0,0,1,0,0
1,1,54.0,1,0,78.2667,4,1,0,0,0,0,1,0,0,0
0,3,28.116739437402288,0,0,15.1,8,0,0,1,0,1,0,1,0,0
0,1,25.0,1,2,151.55,3,3,0,0,0,1,0,0,1,0
0,3,24.0,0,0,7.7958,8,0,0,1,0,1,0,1,0,0
0,3,17.0,0,0,8.6625,8,0,0,1,0,1,0,1,0,0
0,3,21.0,0,0,7.75,8,0,0,0,1,0,1,0,0,0
0,3,25.329787894741386,0,0,7.6292,8,0,0,0,1,0,1,0,0,0
0,3,37.0,0,0,9.5875,8,0,0,0,0,1,1,0,0,0
1,1,16.0,0,0,86.5,2,0,0,0,0,1,1,0,0,0
0,1,18.0,1,0,108.9,3,1,0,1,0,0,0,1,0,0
1,2,33.0,0,2,26.0,8,2,0,0,0,1,0,0,1,0
1,1,41.63775401385713,0,0,26.55,8,0,0,1,0,1,0,1,0,0
0,3,28.0,0,0,22.525,8,0,0,1,0,1,0,1,0,0
1,3,26.0,0,0,56.4958,8,0,0,1,0,1,0,1,0,0
1,3,29.0,0,0,7.75,8,0,0,1,1,0,0,1,0,0
0,3,28.2387245343315,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,1,36.0,0,0,26.2875,5,0,0,1,0,1,0,1,0,0
1,1,54.0,1,0,59.4,8,1,0,0,0,0,0,0,1,0
0,3,24.0,0,0,7.4958,8,0,0,1,0,1,0,1,0,0
0,1,47.0,0,0,34.0208,4,0,0,1,0,1,0,1,0,0
1,2,34.0,0,0,10.5,6,0,0,0,0,1,0,0,1,0
0,3,27.960148639216552,0,0,24.15,8,0,0,1,1,0,0,1,0,0
1,2,36.0,1,0,26.0,8,1,0,0,0,1,0,0,1,0
0,3,32.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,1,30.0,0,0,93.5,2,0,0,0,0,1,1,0,0,0
0,3,22.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,28.25299938609981,0,0,7.225,8,0,0,1,0,0,0,1,0,0
1,1,44.0,0,1,57.9792,2,1,0,0,0,0,0,0,1,0
0,3,28.252926714127174,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
0,3,40.5,0,0,7.75,8,0,0,1,1,0,0,1,0,0
1,2,50.0,0,0,10.5,8,0,0,0,0,1,1,0,0,0
0,1,38.259732327982896,0,0,221.7792,3,0,0,1,0,1,0,1,0,0
0,3,39.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
0,2,23.0,2,1,11.5,8,3,0,1,0,1,0,1,0,0
1,2,2.0,1,1,26.0,8,2,1,0,0,1,1,0,0,0
0,3,28.252926714127174,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
0,3,17.0,1,1,7.2292,8,2,0,1,0,0,0,1,0,0
1,3,23.58220305071175,0,2,22.3583,8,2,0,0,0,0,0,0,1,0
0,3,30.0,0,0,8.6625,8,0,0,0,0,1,1,0,0,0
1,2,7.0,0,2,26.25,8,2,1,0,0,1,1,0,0,0
0,1,45.0,0,0,26.55,2,0,0,1,0,1,0,0,0,1
1,1,30.0,0,0,106.425,8,0,0,0,0,0,1,0,0,0
0,3,28.127121147779242,0,0,14.5,8,0,0,1,0,1,0,1,0,0
1,1,22.0,0,2,49.5,2,2,0,0,0,0,1,0,0,0
1,1,36.0,0,2,71.0,2,2,0,0,0,1,1,0,0,0
0,3,9.0,4,2,31.275,8,6,1,0,0,1,1,0,0,0
0,3,11.0,4,2,31.275,8,6,1,0,0,1,1,0,0,0
1,2,32.0,1,0,26.0,8,1,0,1,0,1,0,1,0,0
0,1,50.0,1,0,106.425,3,1,0,1,0,0,0,1,0,0
0,1,64.0,0,0,26.0,8,0,0,1,0,1,0,1,0,0
1,2,19.0,1,0,26.0,8,1,0,0,0,1,0,0,1,0
1,2,34.99771782312895,0,0,13.8625,8,0,0,1,0,0,0,1,0,0
0,3,33.0,1,1,20.525,8,2,0,1,0,1,0,1,0,0
1,2,8.0,1,1,36.75,8,2,1,1,0,1,0,0,0,0
1,1,17.0,0,2,110.8833,3,2,0,1,0,0,0,1,0,0
0,2,27.0,0,0,26.0,8,0,0,1,0,1,0,1,0,0
0,3,28.24254500375022,0,0,7.8292,8,0,0,1,1,0,0,1,0,0
1,3,22.0,0,0,7.225,8,0,0,1,0,0,0,1,0,0
1,3,22.0,0,0,7.775,8,0,0,0,0,1,1,0,0,0
0,1,62.0,0,0,26.55,8,0,0,1,0,1,0,1,0,0
1,1,48.0,1,0,39.6,1,1,0,0,0,0,0,0,0,1
0,1,38.160313608843055,0,0,227.525,8,0,0,1,0,0,0,1,0,0
1,1,39.0,1,1,79.65,5,2,0,0,0,1,0,0,1,0
1,3,36.0,1,0,17.4,8,1,0,0,0,1,0,0,1,0
0,3,28.243915389519977,0,0,7.75,8,0,0,1,1,0,0,1,0,0
0,3,40.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,2,28.0,0,0,13.5,8,0,0,1,0,1,0,1,0,0
0,3,28.2387245343315,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,25.322506855197016,0,0,8.05,8,0,0,0,0,1,1,0,0,0
0,3,24.0,2,0,24.15,8,2,0,1,0,1,0,1,0,0
0,3,19.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,29.0,0,4,21.075,8,4,0,0,0,1,0,0,1,0
0,3,28.252926714127174,0,0,7.2292,8,0,0,1,0,0,0,1,0,0
1,3,32.0,0,0,7.8542,8,0,0,1,0,1,0,1,0,0
1,2,62.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
1,1,53.0,2,0,51.4792,3,2,0,0,0,1,0,0,1,0
1,1,36.0,0,0,26.3875,5,0,0,1,0,1,0,1,0,0
1,3,25.32769771038549,0,0,7.75,8,0,0,0,1,0,1,0,0,0
0,3,16.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,19.0,0,0,14.5,8,0,0,1,0,1,0,1,0,0
1,2,34.0,0,0,13.0,8,0,0,0,0,1,1,0,0,0
1,1,39.0,1,0,55.9,5,1,0,0,0,1,0,0,1,0
0,3,21.45327225529769,1,0,14.4583,8,1,0,0,0,0,0,0,1,0
1,3,32.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
1,2,25.0,1,1,30.0,8,2,0,0,0,1,1,0,0,0
1,1,39.0,1,1,110.8833,3,2,0,0,0,0,0,0,1,0
0,2,54.0,0,0,26.0,8,0,0,1,0,1,0,1,0,0
0,1,36.0,0,0,40.125,1,0,0,1,0,0,0,1,0,0
0,3,28.227261395790283,0,0,8.7125,8,0,0,1,0,0,0,1,0,0
1,1,18.0,0,2,79.65,5,2,0,0,0,1,1,0,0,0
0,2,47.0,0,0,15.0,8,0,0,1,0,1,0,1,0,0
1,1,60.0,1,1,79.2,2,2,0,1,0,0,0,1,0,0
0,3,22.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,28.2387245343315,0,0,8.05,8,0,0,1,0,1,0,1,0,0
0,3,35.0,0,0,7.125,8,0,0,1,0,1,0,1,0,0
1,1,52.0,1,0,78.2667,4,1,0,0,0,0,0,0,1,0
0,3,47.0,0,0,7.25,8,0,0,1,0,1,0,1,0,0
0,3,23.834968283544523,0,2,7.75,8,2,0,0,1,0,1,0,0,0
0,2,37.0,1,0,26.0,8,1,0,1,0,1,0,1,0,0
0,3,36.0,1,1,24.15,8,2,0,1,0,1,0,1,0,0
1,2,31.750366840096184,0,0,33.0,8,0,0,0,0,1,1,0,0,0
0,3,49.0,0,0,0.0,8,0,0,1,0,1,0,1,0,0
0,3,28.25299938609981,0,0,7.225,8,0,0,1,0,0,0,1,0,0
1,1,49.0,1,0,56.9292,1,1,0,1,0,0,0,0,0,1
1,2,24.0,2,1,27.0,8,3,0,0,0,1,0,0,1,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,1,41.36350383139924,0,0,42.4,8,0,0,1,0,1,0,1,0,0
0,3,44.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,1,35.0,0,0,26.55,8,0,0,1,0,0,0,1,0,0
0,3,36.0,1,0,15.55,8,1,0,1,0,1,0,1,0,0
0,3,30.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,1,27.0,0,0,30.5,8,0,0,1,0,1,0,1,0,0
1,2,22.0,1,2,41.5792,8,3,0,0,0,0,0,0,1,0
1,1,40.0,0,0,153.4625,3,0,0,0,0,1,1,0,0,0
0,3,39.0,1,5,31.275,8,6,0,0,0,1,0,0,1,0
0,3,28.25602738495976,0,0,7.05,8,0,0,1,0,1,0,1,0,0
1,3,21.435247875798236,1,0,15.5,8,1,0,0,1,0,1,0,0,0
0,3,28.243915389519977,0,0,7.75,8,0,0,1,1,0,0,1,0,0
0,3,35.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,2,24.0,1,2,65.0,8,3,0,0,0,1,1,0,0,0
0,3,34.0,1,1,14.4,8,2,0,1,0,1,0,1,0,0
0,3,26.0,1,0,16.1,8,1,0,0,0,1,0,0,1,0
1,2,4.0,2,1,39.0,6,3,1,0,0,1,1,0,0,0
0,2,26.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
0,3,27.0,1,0,14.4542,8,1,0,1,0,0,0,1,0,0
1,1,42.0,1,0,52.5542,4,1,0,1,0,1,0,1,0,0
1,3,20.0,1,1,15.7417,8,2,0,1,0,0,0,1,0,0
0,3,21.0,0,0,7.8542,8,0,0,1,0,1,0,1,0,0
0,3,21.0,0,0,16.1,8,0,0,1,0,1,0,1,0,0
0,1,61.0,0,0,32.3208,4,0,0,1,0,1,0,1,0,0
0,2,57.0,0,0,12.35,8,0,0,1,1,0,0,0,0,1
1,1,21.0,0,0,77.9583,4,0,0,0,0,1,1,0,0,0
0,3,26.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,28.244204347125468,0,0,7.7333,8,0,0,1,1,0,0,1,0,0
1,1,80.0,0,0,30.0,1,0,0,1,0,1,0,1,0,0
0,3,51.0,0,0,7.0542,8,0,0,1,0,1,0,1,0,0
1,1,32.0,0,0,30.5,2,0,0,1,0,0,0,0,0,1
0,1,42.097144698037354,0,0,0.0,8,0,0,1,0,1,0,1,0,0
0,3,9.0,3,2,27.9,8,5,1,0,0,1,1,0,0,0
1,2,28.0,0,0,13.0,8,0,0,0,0,1,1,0,0,0
0,3,32.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
0,2,31.0,1,1,26.25,8,2,0,1,0,1,0,1,0,0
0,3,41.0,0,5,39.6875,8,5,0,0,0,1,0,0,1,0
0,3,24.341083844555765,1,0,16.1,8,1,0,1,0,1,0,1,0,0
0,3,20.0,0,0,7.8542,8,0,0,1,0,1,0,1,0,0
1,1,24.0,0,0,69.3,2,0,0,0,0,0,0,0,0,1
0,3,2.0,3,2,27.9,8,5,1,0,0,1,1,0,0,0
1,3,27.40047409336506,0,0,56.4958,8,0,0,1,0,1,0,1,0,0
1,3,0.75,2,1,19.2583,8,3,1,0,0,0,1,0,0,0
1,1,48.0,1,0,76.7292,4,1,0,1,0,0,0,1,0,0
0,3,19.0,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,1,56.0,0,0,35.5,1,0,0,1,0,0,0,0,0,1
0,3,28.24737595964563,0,0,7.55,8,0,0,1,0,1,0,1,0,0
1,3,23.0,0,0,7.55,8,0,0,0,0,1,1,0,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,2,18.0,0,1,23.0,8,1,0,0,0,1,1,0,0,0
0,3,21.0,0,0,8.4333,8,0,0,1,0,1,0,1,0,0
1,3,25.326327324615736,0,0,7.8292,8,0,0,0,1,0,1,0,0,0
0,3,18.0,0,0,6.75,8,0,0,0,1,0,1,0,0,0
0,2,24.0,2,0,73.5,8,2,0,1,0,1,0,1,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,32.0,1,1,15.5,8,2,0,0,1,0,0,0,1,0
0,2,23.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,1,58.0,0,2,113.275,4,2,0,1,0,0,0,1,0,0
1,1,50.0,2,0,133.65,8,2,0,1,0,1,0,0,0,1
0,3,40.0,0,0,7.225,8,0,0,1,0,0,0,1,0,0
0,1,47.0,0,0,25.5875,5,0,0,1,0,1,0,1,0,0
0,3,36.0,0,0,7.4958,8,0,0,1,0,1,0,1,0,0
1,3,20.0,1,0,7.925,8,1,0,1,0,1,0,1,0,0
0,2,32.0,2,0,73.5,8,2,0,1,0,1,0,1,0,0
0,2,25.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,3,28.24348281825427,0,0,7.775,8,0,0,1,0,1,0,1,0,0
0,3,43.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,1,34.522826044015225,1,0,52.0,3,1,0,0,0,1,0,0,1,0
1,2,40.0,1,1,39.0,8,2,0,0,0,1,0,0,1,0
0,1,31.0,1,0,52.0,2,1,0,1,0,1,0,1,0,0
0,2,70.0,0,0,10.5,8,0,0,1,0,1,0,1,0,0
1,2,31.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,2,35.23757858996317,0,0,0.0,8,0,0,1,0,1,0,1,0,0
0,3,18.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
0,3,24.5,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,3,18.0,0,0,9.8417,8,0,0,0,0,1,1,0,0,0
0,3,43.0,1,6,46.9,8,7,0,0,0,1,0,0,1,0
1,1,36.0,0,1,512.3292,2,1,0,1,0,0,0,1,0,0
0,3,25.320992855767045,0,0,8.1375,8,0,0,0,1,0,1,0,0,0
1,1,27.0,0,0,76.7292,4,0,0,1,0,0,0,1,0,0
0,3,20.0,0,0,9.225,8,0,0,1,0,1,0,1,0,0
0,3,14.0,5,2,46.9,8,7,0,1,0,1,0,1,0,0
0,2,60.0,1,1,39.0,8,2,0,1,0,1,0,1,0,0
0,2,25.0,1,2,41.5792,8,3,0,1,0,0,0,1,0,0
0,3,14.0,4,1,39.6875,8,5,0,1,0,1,0,1,0,0
0,3,19.0,0,0,10.1708,8,0,0,1,0,1,0,1,0,0
0,3,18.0,0,0,7.7958,8,0,0,1,0,1,0,1,0,0
1,1,15.0,0,1,211.3375,2,1,0,0,0,1,1,0,0,0
1,1,31.0,1,0,57.0,2,1,0,1,0,1,0,1,0,0
1,3,4.0,0,1,13.4167,8,1,1,0,0,0,1,0,0,0
1,3,27.40047409336506,0,0,56.4958,8,0,0,1,0,1,0,1,0,0
0,3,25.0,0,0,7.225,8,0,0,1,0,0,0,1,0,0
0,1,60.0,0,0,26.55,8,0,0,1,0,1,0,0,0,1
0,2,52.0,0,0,13.5,8,0,0,1,0,1,0,1,0,0
0,3,44.0,0,0,8.05,8,0,0,1,0,1,0,1,0,0
1,3,25.327986667990984,0,0,7.7333,8,0,0,0,1,0,1,0,0,0
0,1,49.0,1,1,110.8833,3,2,0,1,0,0,0,1,0,0
0,3,42.0,0,0,7.65,6,0,0,1,0,1,0,1,0,0
1,1,18.0,1,0,227.525,3,1,0,0,0,0,0,0,1,0
1,1,35.0,0,0,26.2875,5,0,0,1,0,1,0,1,0,0
0,3,18.0,0,1,14.4542,8,1,0,0,0,0,1,0,0,0
0,3,25.0,0,0,7.7417,8,0,0,1,1,0,0,1,0,0
0,3,26.0,1,0,7.8542,8,1,0,1,0,1,0,1,0,0
0,2,39.0,0,0,26.0,8,0,0,1,0,1,0,1,0,0
1,2,45.0,0,0,13.5,8,0,0,0,0,1,0,0,1,0
1,1,42.0,0,0,26.2875,5,0,0,1,0,1,0,1,0,0
1,1,22.0,0,0,151.55,8,0,0,0,0,1,1,0,0,0
1,3,23.60949922614194,1,1,15.2458,8,2,0,1,0,0,0,0,0,0
1,1,24.0,0,0,49.5042,3,0,0,0,0,0,0,0,0,1
0,1,41.63775401385713,0,0,26.55,3,0,0,1,0,1,0,1,0,0
1,1,48.0,1,0,52.0,3,1,0,1,0,1,0,1,0,0
0,3,29.0,0,0,9.4833,8,0,0,1,0,1,0,1,0,0
0,2,52.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,3,19.0,0,0,7.65,6,0,0,1,0,1,0,1,0,0
1,1,38.0,0,0,227.525,3,0,0,0,0,0,1,0,0,0
1,2,27.0,0,0,10.5,5,0,0,0,0,1,1,0,0,0
0,3,28.10981829715098,0,0,15.5,8,0,0,1,1,0,0,1,0,0
0,3,33.0,0,0,7.775,8,0,0,1,0,1,0,1,0,0
1,2,6.0,0,1,33.0,8,1,1,0,0,1,1,0,0,0
0,3,17.0,1,0,7.0542,8,1,0,1,0,1,0,1,0,0
0,2,34.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,2,50.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
1,1,27.0,1,0,53.1,5,1,0,1,0,1,0,1,0,0
0,3,20.0,0,0,8.6625,8,0,0,1,0,1,0,1,0,0
1,2,30.0,3,0,21.0,8,3,0,0,0,1,0,0,1,0
1,3,25.327913996018342,0,0,7.7375,8,0,0,0,1,0,1,0,0,0
0,2,25.0,1,0,26.0,8,1,0,1,0,1,0,1,0,0
0,3,25.0,1,0,7.925,8,1,0,0,0,1,1,0,0,0
1,1,29.0,0,0,211.3375,2,0,0,0,0,1,1,0,0,0
0,3,11.0,0,0,18.7875,8,0,1,1,0,0,0,1,0,0
0,2,35.23757858996317,0,0,0.0,8,0,0,1,0,1,0,1,0,0
0,2,23.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,2,23.0,0,0,13.0,8,0,0,1,0,1,0,1,0,0
0,3,28.5,0,0,16.1,8,0,0,1,0,1,0,1,0,0
0,3,48.0,1,3,34.375,8,4,0,0,0,1,0,0,1,0
1,1,35.0,0,0,512.3292,2,0,0,1,0,0,0,1,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
0,3,28.24139263389838,0,0,7.8958,8,0,0,1,0,1,0,1,0,0
1,1,41.57805917918964,0,0,30.0,4,0,0,1,0,1,0,1,0,0
0,1,36.0,1,0,78.85,3,1,0,1,0,1,0,1,0,0
1,1,21.0,2,2,262.375,2,4,0,0,0,0,1,0,0,0
0,3,24.0,1,0,16.1,8,1,0,1,0,1,0,1,0,0
1,3,31.0,0,0,7.925,8,0,0,1,0,1,0,1,0,0
0,1,70.0,1,1,71.0,2,2,0,1,0,1,0,0,0,1
