Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Relatives,Title,Child
1,1,male,4.0,0,2,81.8583,S,1,2,Master,1
1,2,female,13.0,0,1,19.5,S,8,1,Miss,0
1,1,male,34.0,0,0,26.55,S,8,0,Mr,0
1,3,female,5.0,2,1,19.2583,C,8,3,Miss,1
1,1,male,52.0,0,0,30.5,S,3,0,Other,0
0,2,male,36.0,1,2,27.75,S,8,3,Mr,0
0,3,male,24.27417891203148,1,0,19.9667,S,8,1,Mr,0
0,1,male,30.0,0,0,27.75,C,3,0,Mr,0
1,1,male,49.0,1,0,89.1042,C,3,1,Mr,0
0,3,male,28.2387245343315,0,0,8.05,S,8,0,Mr,0
1,3,male,29.0,0,0,7.8958,C,8,0,Mr,0
0,1,male,65.0,0,0,26.55,S,5,0,Mr,0
1,1,female,34.52520518597661,1,0,51.8625,S,4,1,Mrs,0
1,2,female,50.0,0,0,10.5,S,8,0,Miss,0
0,3,male,28.243915389519977,0,0,7.75,Q,8,0,Mr,0
1,1,male,48.0,0,0,26.55,S,5,0,Mr,0
0,3,male,34.0,0,0,8.05,S,8,0,Mr,0
0,1,male,47.0,0,0,38.5,S,5,0,Mr,0
0,2,male,48.0,0,0,13.0,S,8,0,Mr,0
0,3,male,28.2387245343315,0,0,8.05,S,8,0,Mr,0
0,3,male,38.0,0,0,7.05,S,8,0,Mr,0
0,2,male,35.23757858996317,0,0,0.0,S,8,0,Mr,0
0,1,male,56.0,0,0,26.55,S,8,0,Mr,0
0,3,male,28.244347960785685,0,0,7.725,Q,8,0,Mr,0
1,3,female,0.75,2,1,19.2583,C,8,3,Miss,1
0,3,male,28.252566814834104,0,0,7.25,S,8,0,Mr,0
0,3,male,38.0,0,0,8.6625,S,8,0,Mr,0
1,2,female,33.0,1,2,27.75,S,8,3,Mrs,0
1,2,female,23.0,0,0,13.7917,C,4,0,Mrs,0
0,3,female,22.0,0,0,9.8375,S,8,0,Miss,0
0,1,male,41.19739646536797,0,0,52.0,S,1,0,Mr,0
0,2,male,34.0,1,0,21.0,S,8,1,Mr,0
0,3,male,29.0,1,0,7.0458,S,8,1,Mr,0
0,3,male,22.0,0,0,7.5208,S,8,0,Mr,0
1,3,female,2.0,0,1,12.2875,S,8,1,Miss,1
0,3,male,9.0,5,2,46.9,S,8,7,Master,1
0,2,male,35.23757858996317,0,0,0.0,S,8,0,Mr,0
0,3,male,50.0,0,0,8.05,S,8,0,Mr,0
1,3,female,63.0,0,0,9.5875,S,8,0,Mrs,0
1,1,male,25.0,1,0,91.0792,C,2,1,Mr,0
0,3,female,12.999725356584575,3,1,25.4667,S,8,4,Miss,1
1,1,female,35.0,1,0,90.0,S,3,1,Mrs,0
0,1,male,58.0,0,0,29.7,C,2,0,Mr,0
0,3,male,30.0,0,0,8.05,S,8,0,Mr,0
1,3,male,9.0,1,1,15.9,S,8,2,Master,1
0,3,male,24.27417891203148,1,0,19.9667,S,8,1,Mr,0
0,3,male,21.0,0,0,7.25,S,8,0,Mr,0
0,1,male,55.0,0,0,30.5,S,3,0,Mr,0
0,1,male,71.0,0,0,49.5042,C,8,0,Mr,0
0,3,male,21.0,0,0,8.05,S,8,0,Mr,0
0,3,male,28.12784267665044,0,0,14.4583,C,8,0,Mr,0
1,1,female,54.0,1,0,78.2667,C,4,1,Miss,0
0,3,male,28.116739437402288,0,0,15.1,S,8,0,Mr,0
0,1,female,25.0,1,2,151.55,S,3,3,Mrs,0
0,3,male,24.0,0,0,7.7958,S,8,0,Mr,0
0,3,male,17.0,0,0,8.6625,S,8,0,Mr,0
0,3,female,21.0,0,0,7.75,Q,8,0,Miss,0
0,3,female,25.329787894741386,0,0,7.6292,Q,8,0,Miss,0
0,3,female,37.0,0,0,9.5875,S,8,0,Miss,0
1,1,female,16.0,0,0,86.5,S,2,0,Miss,0
0,1,male,18.0,1,0,108.9,C,3,1,Mr,0
1,2,female,33.0,0,2,26.0,S,8,2,Mrs,0
1,1,male,41.63775401385713,0,0,26.55,S,8,0,Mr,0
0,3,male,28.0,0,0,22.525,S,8,0,Mr,0
1,3,male,26.0,0,0,56.4958,S,8,0,Mr,0
1,3,male,29.0,0,0,7.75,Q,8,0,Mr,0
0,3,male,28.2387245343315,0,0,8.05,S,8,0,Mr,0
1,1,male,36.0,0,0,26.2875,S,5,0,Mr,0
1,1,female,54.0,1,0,59.4,C,8,1,Mrs,0
0,3,male,24.0,0,0,7.4958,S,8,0,Mr,0
0,1,male,47.0,0,0,34.0208,S,4,0,Mr,0
1,2,female,34.0,0,0,10.5,S,6,0,Mrs,0
0,3,male,27.960148639216552,0,0,24.15,Q,8,0,Mr,0
1,2,female,36.0,1,0,26.0,S,8,1,Mrs,0
0,3,male,32.0,0,0,7.8958,S,8,0,Mr,0
1,1,female,30.0,0,0,93.5,S,2,0,Miss,0
0,3,male,22.0,0,0,7.8958,S,8,0,Mr,0
0,3,male,28.25299938609981,0,0,7.225,C,8,0,Mr,0
1,1,female,44.0,0,1,57.9792,C,2,1,Mrs,0
0,3,male,28.252926714127174,0,0,7.2292,C,8,0,Mr,0
0,3,male,40.5,0,0,7.75,Q,8,0,Mr,0
1,2,female,50.0,0,0,10.5,S,8,0,Miss,0
0,1,male,38.259732327982896,0,0,221.7792,S,3,0,Mr,0
0,3,male,39.0,0,0,7.925,S,8,0,Mr,0
0,2,male,23.0,2,1,11.5,S,8,3,Mr,0
1,2,female,2.0,1,1,26.0,S,8,2,Miss,1
0,3,male,28.252926714127174,0,0,7.2292,C,8,0,Mr,0
0,3,male,17.0,1,1,7.2292,C,8,2,Mr,0
1,3,female,23.58220305071175,0,2,22.3583,C,8,2,Mrs,0
0,3,female,30.0,0,0,8.6625,S,8,0,Miss,0
1,2,female,7.0,0,2,26.25,S,8,2,Miss,1
0,1,male,45.0,0,0,26.55,S,2,0,Other,0
1,1,female,30.0,0,0,106.425,C,8,0,Miss,0
0,3,male,28.127121147779242,0,0,14.5,S,8,0,Mr,0
1,1,female,22.0,0,2,49.5,C,2,2,Miss,0
1,1,female,36.0,0,2,71.0,S,2,2,Miss,0
0,3,female,9.0,4,2,31.275,S,8,6,Miss,1
0,3,female,11.0,4,2,31.275,S,8,6,Miss,1
1,2,male,32.0,1,0,26.0,S,8,1,Mr,0
0,1,male,50.0,1,0,106.425,C,3,1,Mr,0
0,1,male,64.0,0,0,26.0,S,8,0,Mr,0
1,2,female,19.0,1,0,26.0,S,8,1,Mrs,0
1,2,male,34.99771782312895,0,0,13.8625,C,8,0,Mr,0
0,3,male,33.0,1,1,20.525,S,8,2,Mr,0
1,2,male,8.0,1,1,36.75,S,8,2,Master,1
1,1,male,17.0,0,2,110.8833,C,3,2,Mr,0
0,2,male,27.0,0,0,26.0,S,8,0,Mr,0
0,3,male,28.24254500375022,0,0,7.8292,Q,8,0,Mr,0
1,3,male,22.0,0,0,7.225,C,8,0,Mr,0
1,3,female,22.0,0,0,7.775,S,8,0,Miss,0
0,1,male,62.0,0,0,26.55,S,8,0,Mr,0
1,1,female,48.0,1,0,39.6,C,1,1,Other,0
0,1,male,38.160313608843055,0,0,227.525,C,8,0,Mr,0
1,1,female,39.0,1,1,79.65,S,5,2,Mrs,0
1,3,female,36.0,1,0,17.4,S,8,1,Mrs,0
0,3,male,28.243915389519977,0,0,7.75,Q,8,0,Mr,0
0,3,male,40.0,0,0,7.8958,S,8,0,Mr,0
0,2,male,28.0,0,0,13.5,S,8,0,Mr,0
0,3,male,28.2387245343315,0,0,8.05,S,8,0,Mr,0
0,3,female,25.322506855197016,0,0,8.05,S,8,0,Miss,0
0,3,male,24.0,2,0,24.15,S,8,2,Mr,0
0,3,male,19.0,0,0,7.8958,S,8,0,Mr,0
0,3,female,29.0,0,4,21.075,S,8,4,Mrs,0
0,3,male,28.252926714127174,0,0,7.2292,C,8,0,Mr,0
1,3,male,32.0,0,0,7.8542,S,8,0,Mr,0
1,2,male,62.0,0,0,10.5,S,8,0,Mr,0
1,1,female,53.0,2,0,51.4792,S,3,2,Mrs,0
1,1,male,36.0,0,0,26.3875,S,5,0,Mr,0
1,3,female,25.32769771038549,0,0,7.75,Q,8,0,Miss,0
0,3,male,16.0,0,0,8.05,S,8,0,Mr,0
0,3,male,19.0,0,0,14.5,S,8,0,Mr,0
1,2,female,34.0,0,0,13.0,S,8,0,Miss,0
1,1,female,39.0,1,0,55.9,S,5,1,Mrs,0
0,3,female,21.45327225529769,1,0,14.4583,C,8,1,Mrs,0
1,3,male,32.0,0,0,7.925,S,8,0,Mr,0
1,2,female,25.0,1,1,30.0,S,8,2,Miss,0
1,1,female,39.0,1,1,110.8833,C,3,2,Mrs,0
0,2,male,54.0,0,0,26.0,S,8,0,Mr,0
0,1,male,36.0,0,0,40.125,C,1,0,Mr,0
0,3,male,28.227261395790283,0,0,8.7125,C,8,0,Mr,0
1,1,female,18.0,0,2,79.65,S,5,2,Miss,0
0,2,male,47.0,0,0,15.0,S,8,0,Mr,0
1,1,male,60.0,1,1,79.2,C,2,2,Mr,0
0,3,male,22.0,0,0,8.05,S,8,0,Mr,0
0,3,male,28.2387245343315,0,0,8.05,S,8,0,Mr,0
0,3,male,35.0,0,0,7.125,S,8,0,Mr,0
1,1,female,52.0,1,0,78.2667,C,4,1,Mrs,0
0,3,male,47.0,0,0,7.25,S,8,0,Mr,0
0,3,female,23.834968283544523,0,2,7.75,Q,8,2,Miss,0
0,2,male,37.0,1,0,26.0,S,8,1,Mr,0
0,3,male,36.0,1,1,24.15,S,8,2,Mr,0
1,2,female,31.750366840096184,0,0,33.0,S,8,0,Miss,0
0,3,male,49.0,0,0,0.0,S,8,0,Mr,0
0,3,male,28.25299938609981,0,0,7.225,C,8,0,Mr,0
1,1,male,49.0,1,0,56.9292,C,1,1,Other,0
1,2,female,24.0,2,1,27.0,S,8,3,Mrs,0
0,3,male,28.24139263389838,0,0,7.8958,S,8,0,Mr,0
0,1,male,41.36350383139924,0,0,42.4,S,8,0,Mr,0
0,3,male,44.0,0,0,8.05,S,8,0,Mr,0
1,1,male,35.0,0,0,26.55,C,8,0,Mr,0
0,3,male,36.0,1,0,15.55,S,8,1,Mr,0
0,3,male,30.0,0,0,7.8958,S,8,0,Mr,0
1,1,male,27.0,0,0,30.5,S,8,0,Mr,0
1,2,female,22.0,1,2,41.5792,C,8,3,Mrs,0
1,1,female,40.0,0,0,153.4625,S,3,0,Miss,0
0,3,female,39.0,1,5,31.275,S,8,6,Mrs,0
0,3,male,28.25602738495976,0,0,7.05,S,8,0,Mr,0
1,3,female,21.435247875798236,1,0,15.5,Q,8,1,Miss,0
0,3,male,28.243915389519977,0,0,7.75,Q,8,0,Mr,0
0,3,male,35.0,0,0,8.05,S,8,0,Mr,0
1,2,female,24.0,1,2,65.0,S,8,3,Miss,0
0,3,male,34.0,1,1,14.4,S,8,2,Mr,0
0,3,female,26.0,1,0,16.1,S,8,1,Mrs,0
1,2,female,4.0,2,1,39.0,S,6,3,Miss,1
0,2,male,26.0,0,0,10.5,S,8,0,Mr,0
0,3,male,27.0,1,0,14.4542,C,8,1,Mr,0
1,1,male,42.0,1,0,52.5542,S,4,1,Mr,0
1,3,male,20.0,1,1,15.7417,C,8,2,Mr,0
0,3,male,21.0,0,0,7.8542,S,8,0,Mr,0
0,3,male,21.0,0,0,16.1,S,8,0,Mr,0
0,1,male,61.0,0,0,32.3208,S,4,0,Mr,0
0,2,male,57.0,0,0,12.35,Q,8,0,Other,0
1,1,female,21.0,0,0,77.9583,S,4,0,Miss,0
0,3,male,26.0,0,0,7.8958,S,8,0,Mr,0
0,3,male,28.244204347125468,0,0,7.7333,Q,8,0,Mr,0
1,1,male,80.0,0,0,30.0,S,1,0,Mr,0
0,3,male,51.0,0,0,7.0542,S,8,0,Mr,0
1,1,male,32.0,0,0,30.5,C,2,0,Other,0
0,1,male,42.097144698037354,0,0,0.0,S,8,0,Mr,0
0,3,female,9.0,3,2,27.9,S,8,5,Miss,1
1,2,female,28.0,0,0,13.0,S,8,0,Miss,0
0,3,male,32.0,0,0,7.925,S,8,0,Mr,0
0,2,male,31.0,1,1,26.25,S,8,2,Mr,0
0,3,female,41.0,0,5,39.6875,S,8,5,Mrs,0
0,3,male,24.341083844555765,1,0,16.1,S,8,1,Mr,0
0,3,male,20.0,0,0,7.8542,S,8,0,Mr,0
1,1,female,24.0,0,0,69.3,C,2,0,Other,0
0,3,female,2.0,3,2,27.9,S,8,5,Miss,1
1,3,male,27.40047409336506,0,0,56.4958,S,8,0,Mr,0
1,3,female,0.75,2,1,19.2583,C,8,3,Miss,1
1,1,male,48.0,1,0,76.7292,C,4,1,Mr,0
0,3,male,19.0,0,0,7.8958,S,8,0,Mr,0
1,1,male,56.0,0,0,35.5,C,1,0,Other,0
0,3,male,28.24737595964563,0,0,7.55,S,8,0,Mr,0
1,3,female,23.0,0,0,7.55,S,8,0,Miss,0
0,3,male,28.24139263389838,0,0,7.8958,S,8,0,Mr,0
1,2,female,18.0,0,1,23.0,S,8,1,Miss,0
0,3,male,21.0,0,0,8.4333,S,8,0,Mr,0
1,3,female,25.326327324615736,0,0,7.8292,Q,8,0,Miss,0
0,3,female,18.0,0,0,6.75,Q,8,0,Miss,0
0,2,male,24.0,2,0,73.5,S,8,2,Mr,0
0,3,male,28.24139263389838,0,0,7.8958,S,8,0,Mr,0
0,3,female,32.0,1,1,15.5,Q,8,2,Mrs,0
0,2,male,23.0,0,0,13.0,S,8,0,Mr,0
0,1,male,58.0,0,2,113.275,C,4,2,Mr,0
1,1,male,50.0,2,0,133.65,S,8,2,Other,0
0,3,male,40.0,0,0,7.225,C,8,0,Mr,0
0,1,male,47.0,0,0,25.5875,S,5,0,Mr,0
0,3,male,36.0,0,0,7.4958,S,8,0,Mr,0
1,3,male,20.0,1,0,7.925,S,8,1,Mr,0
0,2,male,32.0,2,0,73.5,S,8,2,Mr,0
0,2,male,25.0,0,0,13.0,S,8,0,Mr,0
0,3,male,28.24348281825427,0,0,7.775,S,8,0,Mr,0
0,3,male,43.0,0,0,8.05,S,8,0,Mr,0
1,1,female,34.522826044015225,1,0,52.0,S,3,1,Mrs,0
1,2,female,40.0,1,1,39.0,S,8,2,Mrs,0
0,1,male,31.0,1,0,52.0,S,2,1,Mr,0
0,2,male,70.0,0,0,10.5,S,8,0,Mr,0
1,2,male,31.0,0,0,13.0,S,8,0,Mr,0
0,2,male,35.23757858996317,0,0,0.0,S,8,0,Mr,0
0,3,male,18.0,0,0,7.775,S,8,0,Mr,0
0,3,male,24.5,0,0,8.05,S,8,0,Mr,0
1,3,female,18.0,0,0,9.8417,S,8,0,Miss,0
0,3,female,43.0,1,6,46.9,S,8,7,Mrs,0
1,1,male,36.0,0,1,512.3292,C,2,1,Mr,0
0,3,female,25.320992855767045,0,0,8.1375,Q,8,0,Miss,0
1,1,male,27.0,0,0,76.7292,C,4,0,Mr,0
0,3,male,20.0,0,0,9.225,S,8,0,Mr,0
0,3,male,14.0,5,2,46.9,S,8,7,Mr,0
0,2,male,60.0,1,1,39.0,S,8,2,Mr,0
0,2,male,25.0,1,2,41.5792,C,8,3,Mr,0
0,3,male,14.0,4,1,39.6875,S,8,5,Mr,0
0,3,male,19.0,0,0,10.1708,S,8,0,Mr,0
0,3,male,18.0,0,0,7.7958,S,8,0,Mr,0
1,1,female,15.0,0,1,211.3375,S,2,1,Miss,0
1,1,male,31.0,1,0,57.0,S,2,1,Mr,0
1,3,female,4.0,0,1,13.4167,C,8,1,Miss,1
1,3,male,27.40047409336506,0,0,56.4958,S,8,0,Mr,0
0,3,male,25.0,0,0,7.225,C,8,0,Mr,0
0,1,male,60.0,0,0,26.55,S,8,0,Other,0
0,2,male,52.0,0,0,13.5,S,8,0,Mr,0
0,3,male,44.0,0,0,8.05,S,8,0,Mr,0
1,3,female,25.327986667990984,0,0,7.7333,Q,8,0,Miss,0
0,1,male,49.0,1,1,110.8833,C,3,2,Mr,0
0,3,male,42.0,0,0,7.65,S,6,0,Mr,0
1,1,female,18.0,1,0,227.525,C,3,1,Mrs,0
1,1,male,35.0,0,0,26.2875,S,5,0,Mr,0
0,3,female,18.0,0,1,14.4542,C,8,1,Miss,0
0,3,male,25.0,0,0,7.7417,Q,8,0,Mr,0
0,3,male,26.0,1,0,7.8542,S,8,1,Mr,0
0,2,male,39.0,0,0,26.0,S,8,0,Mr,0
1,2,female,45.0,0,0,13.5,S,8,0,Mrs,0
1,1,male,42.0,0,0,26.2875,S,5,0,Mr,0
1,1,female,22.0,0,0,151.55,S,8,0,Miss,0
1,3,male,23.60949922614194,1,1,15.2458,C,8,2,Master,0
1,1,female,24.0,0,0,49.5042,C,3,0,Other,0
0,1,male,41.63775401385713,0,0,26.55,S,3,0,Mr,0
1,1,male,48.0,1,0,52.0,S,3,1,Mr,0
0,3,male,29.0,0,0,9.4833,S,8,0,Mr,0
0,2,male,52.0,0,0,13.0,S,8,0,Mr,0
0,3,male,19.0,0,0,7.65,S,6,0,Mr,0
1,1,female,38.0,0,0,227.525,C,3,0,Miss,0
1,2,female,27.0,0,0,10.5,S,5,0,Miss,0
0,3,male,28.10981829715098,0,0,15.5,Q,8,0,Mr,0
0,3,male,33.0,0,0,7.775,S,8,0,Mr,0
1,2,female,6.0,0,1,33.0,S,8,1,Miss,1
0,3,male,17.0,1,0,7.0542,S,8,1,Mr,0
0,2,male,34.0,0,0,13.0,S,8,0,Mr,0
0,2,male,50.0,0,0,13.0,S,8,0,Mr,0
1,1,male,27.0,1,0,53.1,S,5,1,Mr,0
0,3,male,20.0,0,0,8.6625,S,8,0,Mr,0
1,2,female,30.0,3,0,21.0,S,8,3,Mrs,0
1,3,female,25.327913996018342,0,0,7.7375,Q,8,0,Miss,0
0,2,male,25.0,1,0,26.0,S,8,1,Mr,0
0,3,female,25.0,1,0,7.925,S,8,1,Miss,0
1,1,female,29.0,0,0,211.3375,S,2,0,Miss,0
0,3,male,11.0,0,0,18.7875,C,8,0,Mr,1
0,2,male,35.23757858996317,0,0,0.0,S,8,0,Mr,0
0,2,male,23.0,0,0,13.0,S,8,0,Mr,0
0,2,male,23.0,0,0,13.0,S,8,0,Mr,0
0,3,male,28.5,0,0,16.1,S,8,0,Mr,0
0,3,female,48.0,1,3,34.375,S,8,4,Mrs,0
1,1,male,35.0,0,0,512.3292,C,2,0,Mr,0
0,3,male,28.24139263389838,0,0,7.8958,S,8,0,Mr,0
0,3,male,28.24139263389838,0,0,7.8958,S,8,0,Mr,0
1,1,male,41.57805917918964,0,0,30.0,S,4,0,Mr,0
0,1,male,36.0,1,0,78.85,S,3,1,Mr,0
1,1,female,21.0,2,2,262.375,C,2,4,Miss,0
0,3,male,24.0,1,0,16.1,S,8,1,Mr,0
1,3,male,31.0,0,0,7.925,S,8,0,Mr,0
0,1,male,70.0,1,1,71.0,S,2,2,Other,0
0,3,male,16.0,1,1,20.25,S,8,2,Mr,0
1,2,female,30.0,0,0,13.0,S,8,0,Miss,0
0,1,male,19.0,1,0,53.1,S,4,1,Mr,0
0,3,male,31.0,0,0,7.75,Q,8,0,Mr,0
1,2,female,4.0,1,1,23.0,S,8,2,Miss,1
1,3,male,6.0,0,1,12.475,S,5,1,Master,1
0,3,male,33.0,0,0,9.5,S,8,0,Mr,0
0,3,male,23.0,0,0,7.8958,S,8,0,Mr,0
1,2,female,48.0,1,2,65.0,S,8,3,Mrs,0
1,2,male,0.67,1,1,14.5,S,8,2,Master,1
0,3,male,28.0,0,0,7.7958,S,8,0,Mr,0
0,2,male,18.0,0,0,11.5,S,8,0,Mr,0
0,3,male,34.0,0,0,8.05,S,8,0,Mr,0
1,1,female,33.0,0,0,86.5,S,2,0,Other,0
0,3,male,28.127121147779242,0,0,14.5,S,8,0,Mr,0
0,3,male,41.0,0,0,7.125,S,8,0,Mr,0
1,3,male,20.0,0,0,7.2292,C,8,0,Mr,0
1,1,female,36.0,1,2,120.0,S,2,3,Mrs,0
0,3,male,16.0,0,0,7.775,S,8,0,Mr,0
1,1,female,51.0,1,0,77.9583,S,4,1,Mrs,0
0,1,male,41.41195181315837,0,0,39.6,C,8,0,Other,0
0,3,female,30.5,0,0,7.75,Q,8,0,Miss,0
0,3,male,24.20179589699829,1,0,24.15,Q,8,1,Mr,0
0,3,male,32.0,0,0,8.3625,S,8,0,Mr,0
0,3,male,24.0,0,0,9.5,S,8,0,Mr,0
0,3,male,48.0,0,0,7.8542,S,8,0,Mr,0
0,2,female,57.0,0,0,10.5,S,5,0,Mrs,0
0,3,male,28.25299938609981,0,0,7.225,C,8,0,Mr,0
1,2,female,54.0,1,3,23.0,S,8,4,Mrs,0
0,3,male,18.0,0,0,7.75,S,8,0,Mr,0
0,3,male,28.243915389519977,0,0,7.75,Q,6,0,Mr,0
1,3,female,5.0,0,0,12.475,S,8,0,Miss,1
0,3,male,28.244131675152826,0,0,7.7375,Q,8,0,Mr,0
1,1,female,43.0,0,1,211.3375,S,2,1,Mrs,0
1,3,female,13.0,0,0,7.2292,C,8,0,Miss,0
1,1,female,17.0,1,0,57.0,S,2,1,Mrs,0
0,1,male,29.0,0,0,30.0,S,4,0,Mr,0
0,3,male,22.721178465597106,1,2,23.45,S,8,3,Mr,0
0,3,male,25.0,0,0,7.05,S,8,0,Mr,0
0,3,male,25.0,0,0,7.25,S,8,0,Mr,0
1,3,female,18.0,0,0,7.4958,S,8,0,Miss,0
0,3,male,8.0,4,1,29.125,Q,8,5,Master,1
1,3,male,1.0,1,2,20.575,S,8,3,Master,1
0,1,male,46.0,0,0,79.2,C,2,0,Mr,0
0,3,male,28.243915389519977,0,0,7.75,Q,8,0,Mr,0
0,2,male,16.0,0,0,26.0,S,8,0,Mr,0
0,3,female,0.0,8,2,69.55,S,8,10,Miss,1
0,1,male,41.566019855722494,0,0,30.6958,C,8,0,Mr,0
0,3,male,25.0,0,0,7.8958,S,8,0,Mr,0
0,2,male,39.0,0,0,13.0,S,8,0,Mr,0
1,1,female,49.0,0,0,25.9292,S,4,0,Other,0
1,3,female,31.0,0,0,8.6833,S,8,0,Mrs,0
0,3,male,30.0,0,0,7.2292,C,8,0,Mr,0
0,3,female,30.0,1,1,24.15,S,8,2,Mrs,0
0,2,male,34.0,0,0,13.0,S,8,0,Mr,0
1,2,female,31.0,1,1,26.25,S,8,2,Mrs,0
1,1,male,11.0,1,2,120.0,S,2,3,Master,1
1,3,male,0.42,0,1,8.5167,C,8,1,Master,1
1,3,male,27.0,0,0,6.975,S,8,0,Mr,0
0,3,male,31.0,0,0,7.775,S,8,0,Mr,0
0,1,male,39.0,0,0,0.0,S,1,0,Mr,0
0,3,female,18.0,0,0,7.775,S,8,0,Miss,0
0,2,male,39.0,0,0,13.0,S,8,0,Mr,0
1,1,female,33.0,1,0,53.1,S,5,1,Mrs,0
0,3,male,26.0,0,0,7.8875,S,8,0,Mr,0
0,3,male,39.0,0,0,24.15,S,8,0,Mr,0
0,2,male,35.0,0,0,10.5,S,8,0,Mr,0
0,3,female,6.0,4,2,31.275,S,8,6,Miss,1
0,3,male,30.5,0,0,8.05,S,8,0,Mr,0
0,1,male,42.097144698037354,0,0,0.0,S,2,0,Mr,0
0,3,female,23.0,0,0,7.925,S,8,0,Miss,0
0,2,male,31.0,1,1,37.0042,C,8,2,Mr,0
0,3,male,43.0,0,0,6.45,S,8,0,Mr,0
0,3,male,10.0,3,2,27.9,S,8,5,Master,1
1,1,female,52.0,1,1,93.5,S,2,2,Mrs,0
1,3,male,27.0,0,0,8.6625,S,8,0,Mr,0
0,1,male,38.0,0,0,0.0,S,8,0,Other,0
1,3,female,27.0,0,1,12.475,S,5,1,Mrs,0
0,3,male,2.0,4,1,39.6875,S,8,5,Master,1
0,3,male,28.25775767002259,0,0,6.95,Q,8,0,Mr,0
0,3,male,27.40047409336506,0,0,56.4958,S,8,0,Mr,0
1,2,male,1.0,0,2,37.0042,C,8,2,Master,1
1,3,male,28.243915389519977,0,0,7.75,Q,8,0,Mr,0
1,1,female,62.0,0,0,80.0,S,2,0,Mrs,0
1,3,female,15.0,1,0,14.4542,C,8,1,Mrs,0
1,2,male,0.83,1,1,18.75,S,8,2,Master,1
0,3,male,28.252926714127174,0,0,7.2292,C,8,0,Mr,0
0,3,male,23.0,0,0,7.8542,S,8,0,Mr,0
0,3,male,18.0,0,0,8.3,S,8,0,Mr,0
1,1,female,39.0,1,1,83.1583,C,5,2,Miss,0
0,3,male,21.0,0,0,8.6625,S,8,0,Mr,0
0,3,male,28.2387245343315,0,0,8.05,S,8,0,Mr,0
1,3,male,32.0,0,0,56.4958,S,8,0,Mr,0
1,1,male,41.58325003437811,0,0,29.7,C,3,0,Mr,0
0,3,male,20.0,0,0,7.925,S,8,0,Mr,0
0,2,male,16.0,0,0,10.5,S,8,0,Mr,0
1,1,female,30.0,0,0,31.0,C,8,0,Miss,0
0,3,male,34.5,0,0,6.4375,C,8,0,Mr,0
0,3,male,17.0,0,0,8.6625,S,8,0,Mr,0
0,3,male,42.0,0,0,7.55,S,8,0,Mr,0
0,3,male,0.0,8,2,69.55,S,8,10,Mr,1
0,3,male,35.0,0,0,7.8958,C,8,0,Mr,0
0,2,male,28.0,0,1,33.0,S,8,1,Other,0
1,1,female,33.88081761373423,1,0,89.1042,C,3,1,Mrs,0
0,3,male,4.0,4,2,31.275,S,8,6,Master,1
0,3,male,74.0,0,0,7.775,S,8,0,Mr,0
0,3,female,9.0,1,1,15.2458,C,8,2,Miss,1
1,1,female,16.0,0,1,39.4,S,4,1,Miss,0
0,2,female,44.0,1,0,26.0,S,8,1,Mrs,0
1,3,female,18.0,0,1,9.35,S,8,1,Mrs,0
1,1,female,45.0,1,1,164.8667,S,8,2,Mrs,0
1,1,male,51.0,0,0,26.55,S,5,0,Mr,0
1,3,female,24.0,0,3,19.2583,C,8,3,Mrs,0
0,3,male,28.252926714127174,0,0,7.2292,C,8,0,Mr,0
0,3,male,41.0,2,0,14.1083,S,8,2,Mr,0
0,2,male,21.0,1,0,11.5,S,8,1,Mr,0
1,1,female,48.0,0,0,25.9292,S,4,0,Mrs,0
0,3,female,0.0,8,2,69.55,S,8,10,Miss,1
0,2,male,24.0,0,0,13.0,S,8,0,Mr,0
1,2,female,42.0,0,0,13.0,S,8,0,Mrs,0
1,2,female,27.0,1,0,13.8583,C,8,1,Miss,0
0,1,male,31.0,0,0,50.4958,S,1,0,Mr,0
0,3,male,28.21363540092053,0,0,9.5,S,8,0,Mr,0
1,3,male,4.0,1,1,11.1333,S,8,2,Master,1
0,3,male,26.0,0,0,7.8958,S,8,0,Mr,0
1,1,female,47.0,1,1,52.5542,S,4,2,Mrs,0
0,1,male,33.0,0,0,5.0,S,2,0,Mr,0
0,3,male,47.0,0,0,9.0,S,8,0,Mr,0
1,2,female,28.0,1,0,24.0,C,8,1,Mrs,0
1,3,female,15.0,0,0,7.225,C,8,0,Miss,0
0,3,male,20.0,0,0,9.8458,S,8,0,Mr,0
0,3,male,19.0,0,0,7.8958,S,8,0,Mr,0
0,3,male,28.24139263389838,0,0,7.8958,S,8,0,Mr,0
1,1,female,56.0,0,1,83.1583,C,3,1,Mrs,0
1,2,female,25.0,0,1,26.0,S,8,1,Mrs,0
0,3,male,33.0,0,0,7.8958,S,8,0,Mr,0
0,3,female,22.0,0,0,10.5167,S,8,0,Miss,0
0,2,male,28.0,0,0,10.5,S,8,0,Mr,0
0,3,male,25.0,0,0,7.05,S,8,0,Mr,0
0,3,female,39.0,0,5,29.125,Q,8,5,Mrs,0
0,2,male,27.0,0,0,13.0,S,8,0,Other,0
1,1,female,19.0,0,0,30.0,S,2,0,Miss,0
0,3,female,19.804960786462622,1,2,23.45,S,8,3,Miss,0
1,1,male,26.0,0,0,30.0,C,3,0,Mr,0
0,3,male,32.0,0,0,7.75,Q,8,0,Mr,0
